kernelversion,contributor,value,Percentage
Linux-6.0(2022-10-02),Synopsys,4,0.03
Linux-6.0(2022-10-02),Tk Open Systems,4,0.03
Linux-6.0(2022-10-02),China Telecom,4,0.03
Linux-6.0(2022-10-02),Wacom,3,0.02
Linux-6.0(2022-10-02),Ambarella,3,0.02
Linux-6.0(2022-10-02),EXOSEC,3,0.02
Linux-6.0(2022-10-02),PHYTEC,3,0.02
Linux-6.0(2022-10-02),CTERA Networks,3,0.02
Linux-6.0(2022-10-02),LWN,3,0.02
Linux-6.0(2022-10-02),General Electric,3,0.02
Linux-6.0(2022-10-02),PEAK-System,3,0.02
Linux-6.0(2022-10-02),Hewlett Packard Enterprise,3,0.02
Linux-6.0(2022-10-02),secunet Security Networks AG,3,0.02
Linux-6.0(2022-10-02),Chelsio,2,0.01
Linux-6.0(2022-10-02),Shopee,2,0.01
Linux-6.0(2022-10-02),Cybernetics,2,0.01
Linux-6.0(2022-10-02),Traverse Technologies,2,0.01
Linux-6.0(2022-10-02),Citrix,2,0.01
Linux-6.0(2022-10-02),Socionext Inc.,2,0.01
Linux-6.0(2022-10-02),Freebox,1,0.01
Linux-6.0(2022-10-02),Miracle Linux,1,0.01
Linux-6.0(2022-10-02),emlix Gmbh,1,0.01
Linux-6.0(2022-10-02),Cisco,1,0.01
Linux-6.0(2022-10-02),Ingics Technology,1,0.01
Linux-6.0(2022-10-02),Eck­el­mann,1,0.01
Linux-6.0(2022-10-02),Mentor Graphics,1,0.01
Linux-6.0(2022-10-02),PiKRON s.r.o,1,0.01
Linux-6.0(2022-10-02),StreamUnlimited,1,0.01
Linux-6.0(2022-10-02),Xiaomi,1,0.01
Linux-6.0(2022-10-02),LinBit,1,0.01
Linux-6.0(2022-10-02),ElasticHosts Ltd.,1,0.01
Linux-6.0(2022-10-02),Micron,1,0.01
Linux-6.0(2022-10-02),DELL,1,0.01
Linux-6.0(2022-10-02),Myricom,1,0.01
Linux-6.0(2022-10-02),6WIND,1,0.01
Linux-6.0(2022-10-02),Apple,1,0.01
Linux-5.19(2022-07-31),Unknown,4338,28.66
Linux-5.19(2022-07-31),Intel,1565,10.34
Linux-5.19(2022-07-31),AMD,836,5.52
Linux-5.19(2022-07-31),Linaro,693,4.58
Linux-5.19(2022-07-31),Red Hat,665,4.39
Linux-5.19(2022-07-31),Google,545,3.6
Linux-5.19(2022-07-31),Novell,440,2.91
Linux-5.19(2022-07-31),Huawei,420,2.78
Linux-5.19(2022-07-31),NVIDIA,387,2.56
Linux-5.19(2022-07-31),Renesas Electronics,348,2.3
Linux-5.19(2022-07-31),Oracle,284,1.88
Linux-5.19(2022-07-31),Hobbyists,242,1.6
Linux-5.19(2022-07-31),MediaTek,235,1.55
Linux-5.19(2022-07-31),QUALCOMM,226,1.49
Linux-5.19(2022-07-31),ARM,216,1.43
Linux-5.19(2022-07-31),Pengutronix,208,1.37
Linux-5.19(2022-07-31),NXP,195,1.29
Linux-5.19(2022-07-31),IBM,173,1.14
Linux-5.19(2022-07-31),Alibaba,147,0.97
Linux-5.19(2022-07-31),ZTE,143,0.94
Linux-5.19(2022-07-31),Realtek,135,0.89
Linux-5.19(2022-07-31),Collabora,132,0.87
Linux-5.19(2022-07-31),Debian,118,0.78
Linux-5.19(2022-07-31),DENX Software Engineering,116,0.77
Linux-5.19(2022-07-31),Microchip Technology Inc.,109,0.72
Linux-5.19(2022-07-31),Cirrus Logic,106,0.7
Linux-5.19(2022-07-31),Amazon,103,0.68
Linux-5.19(2022-07-31),Linutronix,83,0.55
Linux-5.19(2022-07-31),Facebook,77,0.51
Linux-5.19(2022-07-31),Loongson,71,0.47
Linux-5.19(2022-07-31),Bootlin,68,0.45
Linux-5.19(2022-07-31),XILINX,68,0.45
Linux-5.19(2022-07-31),vivo,67,0.44
Linux-5.19(2022-07-31),INRIA,67,0.44
Linux-5.19(2022-07-31),ByteDance,64,0.42
Linux-5.19(2022-07-31),Microsoft,63,0.42
Linux-5.19(2022-07-31),STMicroelectronics,58,0.38
Linux-5.19(2022-07-31),Western Digital,55,0.36
Linux-5.19(2022-07-31),Kylin Software,52,0.34
Linux-5.19(2022-07-31),EXOSEC,52,0.34
Linux-5.19(2022-07-31),Broadcom,51,0.34
Linux-5.19(2022-07-31),Texas Instruments,50,0.33
Linux-5.19(2022-07-31),Linux Foundation,48,0.32
Linux-5.19(2022-07-31),Tencent,45,0.3
Linux-5.19(2022-07-31),Baylibre,42,0.28
Linux-5.19(2022-07-31),Canonical,40,0.26
Linux-5.19(2022-07-31),Astaro,40,0.26
Linux-5.19(2022-07-31),ACM,40,0.26
Linux-5.19(2022-07-31),Atomide,39,0.26
Linux-5.19(2022-07-31),Cadence Design Systems,37,0.24
Linux-5.19(2022-07-31),UnionTech,35,0.23
Linux-5.19(2022-07-31),Samsung,35,0.23
Linux-5.19(2022-07-31),Academics,34,0.22
Linux-5.19(2022-07-31),AXIS,29,0.19
Linux-5.19(2022-07-31),VMWare,27,0.18
Linux-5.19(2022-07-31),Ideas on board,26,0.17
Linux-5.19(2022-07-31),protonic holland,23,0.15
Linux-5.19(2022-07-31),CTERA Networks,23,0.15
Linux-5.19(2022-07-31),Amarula Solutions,22,0.15
Linux-5.19(2022-07-31),Analog Devices,21,0.14
Linux-5.19(2022-07-31),XMission,21,0.14
Linux-5.19(2022-07-31),XS4ALL Internet bv,20,0.13
Linux-5.19(2022-07-31),NFSChina,17,0.11
Linux-5.19(2022-07-31),Marvell,16,0.11
Linux-5.19(2022-07-31),Hewlett Packard Enterprise,16,0.11
Linux-5.19(2022-07-31),OPPO,16,0.11
Linux-5.19(2022-07-31),Motorola,16,0.11
Linux-5.19(2022-07-31),Socionext Inc.,15,0.1
Linux-5.19(2022-07-31),Ericsson,15,0.1
Linux-5.19(2022-07-31),igalia,14,0.09
Linux-5.19(2022-07-31),Code Aurora Forum,13,0.09
Linux-5.19(2022-07-31),Parallels,13,0.09
Linux-5.19(2022-07-31),Synopsys,12,0.08
Linux-5.19(2022-07-31),Allied Telesis,12,0.08
Linux-5.19(2022-07-31),NTT,12,0.08
Linux-5.19(2022-07-31),PiKRON s.r.o,11,0.07
Linux-5.19(2022-07-31),MontaVista,11,0.07
Linux-5.19(2022-07-31),Glider bvba,10,0.07
Linux-5.19(2022-07-31),Fujitsu,9,0.06
Linux-5.19(2022-07-31),Micron,8,0.05
Linux-5.19(2022-07-31),Toshiba,8,0.05
Linux-5.19(2022-07-31),Volkswagen,7,0.05
Linux-5.19(2022-07-31),China Telecom,7,0.05
Linux-5.19(2022-07-31),"Rowland Institute, Harvard",7,0.05
Linux-5.19(2022-07-31),Rockchip,6,0.04
Linux-5.19(2022-07-31),WolfVision GmbH,6,0.04
Linux-5.19(2022-07-31),Consultants,6,0.04
Linux-5.19(2022-07-31),Inspur,6,0.04
Linux-5.19(2022-07-31),Baidu,5,0.03
Linux-5.19(2022-07-31),QuanTa,5,0.03
Linux-5.19(2022-07-31),Hovold Consulting AB,5,0.03
Linux-5.19(2022-07-31),Infineon Technologies AG,5,0.03
Linux-5.19(2022-07-31),6WIND,5,0.03
Linux-5.19(2022-07-31),Citrix,5,0.03
Linux-5.19(2022-07-31),General Electric,4,0.03
Linux-5.19(2022-07-31),China Mobile,4,0.03
Linux-5.19(2022-07-31),Siemens,4,0.03
Linux-5.19(2022-07-31),Semihalf Embedded Systems,4,0.03
Linux-5.19(2022-07-31),MEV Limited,4,0.03
Linux-5.19(2022-07-31),Coolpad,4,0.03
Linux-5.19(2022-07-31),Lenovo,4,0.03
Linux-5.19(2022-07-31),Golden Delicious Computers,3,0.02
Linux-5.19(2022-07-31),Synaptics,2,0.01
Linux-5.19(2022-07-31),HP,2,0.01
Linux-5.19(2022-07-31),Tk Open Systems,2,0.01
Linux-5.19(2022-07-31),Cisco,2,0.01
Linux-5.19(2022-07-31),Nuvoton Technology,2,0.01
Linux-5.19(2022-07-31),Ambarella,2,0.01
Linux-5.19(2022-07-31),MathEmbedded Consulting,2,0.01
Linux-5.19(2022-07-31),Savoir-faire Linux,2,0.01
Linux-5.19(2022-07-31),Cogent Embedded,1,0.01
Linux-5.19(2022-07-31),Silicon Labs,1,0.01
Linux-5.19(2022-07-31),PHYTEC,1,0.01
Linux-5.19(2022-07-31),Solarflare Communications,1,0.01
Linux-5.19(2022-07-31),Eck­el­mann,1,0.01
Linux-5.19(2022-07-31),Vision Systems,1,0.01
Linux-5.19(2022-07-31),Sierra Wireless,1,0.01
Linux-5.19(2022-07-31),Micro-Star International,1,0.01
Linux-5.19(2022-07-31),ALT Linux,1,0.01
Linux-5.19(2022-07-31),emlix Gmbh,1,0.01
Linux-5.19(2022-07-31),Miracle Linux,1,0.01
Linux-5.19(2022-07-31),Wacom,1,0.01
Linux-5.19(2022-07-31),Digi International,1,0.01
Linux-5.19(2022-07-31),OPTEYA,1,0.01
Linux-5.19(2022-07-31),Freebox,1,0.01
Linux-5.19(2022-07-31),Mentor Graphics,1,0.01
Linux-5.19(2022-07-31),Traphandler,1,0.01
Linux-5.19(2022-07-31),NetApp,1,0.01
Linux-5.19(2022-07-31),LinBit,1,0.01
Linux-5.19(2022-07-31),ATTO,1,0.01
Linux-5.19(2022-07-31),LWN,1,0.01
Linux-5.19(2022-07-31),VanguardiaSur,1,0.01
Linux-5.19(2022-07-31),Codethink,1,0.01
Linux-5.18(2022-05-22),Unknown,4543,30.38
Linux-5.18(2022-05-22),Intel,1576,10.54
Linux-5.18(2022-05-22),Red Hat,801,5.36
Linux-5.18(2022-05-22),Google,787,5.26
Linux-5.18(2022-05-22),AMD,780,5.22
Linux-5.18(2022-05-22),Huawei,450,3.01
Linux-5.18(2022-05-22),Linaro,422,2.82
Linux-5.18(2022-05-22),NVIDIA,385,2.57
Linux-5.18(2022-05-22),Novell,309,2.07
Linux-5.18(2022-05-22),IBM,305,2.04
Linux-5.18(2022-05-22),Hobbyists,277,1.85
Linux-5.18(2022-05-22),Renesas Electronics,267,1.79
Linux-5.18(2022-05-22),MediaTek,249,1.67
Linux-5.18(2022-05-22),NXP,236,1.58
Linux-5.18(2022-05-22),Canonical,230,1.54
Linux-5.18(2022-05-22),Microchip Technology Inc.,201,1.34
Linux-5.18(2022-05-22),Oracle,194,1.3
Linux-5.18(2022-05-22),ARM,171,1.14
Linux-5.18(2022-05-22),Pengutronix,158,1.06
Linux-5.18(2022-05-22),QUALCOMM,153,1.02
Linux-5.18(2022-05-22),Alibaba,143,0.96
Linux-5.18(2022-05-22),Facebook,116,0.78
Linux-5.18(2022-05-22),Linutronix,90,0.6
Linux-5.18(2022-05-22),Collabora,90,0.6
Linux-5.18(2022-05-22),Realtek,87,0.58
Linux-5.18(2022-05-22),Western Digital,84,0.56
Linux-5.18(2022-05-22),ZTE,81,0.54
Linux-5.18(2022-05-22),Bootlin,80,0.53
Linux-5.18(2022-05-22),Debian,79,0.53
Linux-5.18(2022-05-22),Academics,72,0.48
Linux-5.18(2022-05-22),STMicroelectronics,70,0.47
Linux-5.18(2022-05-22),ByteDance,62,0.41
Linux-5.18(2022-05-22),vivo,60,0.4
Linux-5.18(2022-05-22),Marvell,59,0.39
Linux-5.18(2022-05-22),Baylibre,53,0.35
Linux-5.18(2022-05-22),Tencent,52,0.35
Linux-5.18(2022-05-22),ACM,52,0.35
Linux-5.18(2022-05-22),Silicon Labs,47,0.31
Linux-5.18(2022-05-22),Kylin Software,46,0.31
Linux-5.18(2022-05-22),Microsoft,45,0.3
Linux-5.18(2022-05-22),INRIA,44,0.29
Linux-5.18(2022-05-22),Texas Instruments,43,0.29
Linux-5.18(2022-05-22),Analog Devices,42,0.28
Linux-5.18(2022-05-22),Cirrus Logic,41,0.27
Linux-5.18(2022-05-22),Samsung,38,0.25
Linux-5.18(2022-05-22),Linux Foundation,36,0.24
Linux-5.18(2022-05-22),Broadcom,35,0.23
Linux-5.18(2022-05-22),UnionTech,34,0.23
Linux-5.18(2022-05-22),DENX Software Engineering,29,0.19
Linux-5.18(2022-05-22),Siemens,24,0.16
Linux-5.18(2022-05-22),VMWare,23,0.15
Linux-5.18(2022-05-22),Code Aurora Forum,22,0.15
Linux-5.18(2022-05-22),Astaro,22,0.15
Linux-5.18(2022-05-22),XMission,22,0.15
Linux-5.18(2022-05-22),XILINX,21,0.14
Linux-5.18(2022-05-22),Netronome,21,0.14
Linux-5.18(2022-05-22),Cadence Design Systems,20,0.13
Linux-5.18(2022-05-22),Atomide,17,0.11
Linux-5.18(2022-05-22),Ericsson,16,0.11
Linux-5.18(2022-05-22),EfficiOS Inc.,16,0.11
Linux-5.18(2022-05-22),AXIS,16,0.11
Linux-5.18(2022-05-22),Loongson,16,0.11
Linux-5.18(2022-05-22),Cogent Embedded,15,0.1
Linux-5.18(2022-05-22),Baidu,14,0.09
Linux-5.18(2022-05-22),Amarula Solutions,13,0.09
Linux-5.18(2022-05-22),Ideas on board,12,0.08
Linux-5.18(2022-05-22),Hovold Consulting AB,12,0.08
Linux-5.18(2022-05-22),WolfVision GmbH,12,0.08
Linux-5.18(2022-05-22),Motorola,12,0.08
Linux-5.18(2022-05-22),QuanTa,12,0.08
Linux-5.18(2022-05-22),OPPO,11,0.07
Linux-5.18(2022-05-22),IVITERA a.s.,11,0.07
Linux-5.18(2022-05-22),Glider bvba,11,0.07
Linux-5.18(2022-05-22),igalia,11,0.07
Linux-5.18(2022-05-22),Volkswagen,11,0.07
Linux-5.18(2022-05-22),Socionext Inc.,10,0.07
Linux-5.18(2022-05-22),EXOSEC,10,0.07
Linux-5.18(2022-05-22),PHYTEC,9,0.06
Linux-5.18(2022-05-22),Consultants,9,0.06
Linux-5.18(2022-05-22),Synaptics,8,0.05
Linux-5.18(2022-05-22),General Electric,8,0.05
Linux-5.18(2022-05-22),Allied Telesis,8,0.05
Linux-5.18(2022-05-22),Synopsys,8,0.05
Linux-5.18(2022-05-22),Rockchip,8,0.05
Linux-5.18(2022-05-22),6WIND,7,0.05
Linux-5.18(2022-05-22),Semihalf Embedded Systems,7,0.05
Linux-5.18(2022-05-22),Lenovo,7,0.05
Linux-5.18(2022-05-22),XS4ALL Internet bv,6,0.04
Linux-5.18(2022-05-22),Mellanox Technologies,6,0.04
Linux-5.18(2022-05-22),NetApp,6,0.04
Linux-5.18(2022-05-22),Coolpad,6,0.04
Linux-5.18(2022-05-22),MontaVista,5,0.03
Linux-5.18(2022-05-22),Amazon,5,0.03
Linux-5.18(2022-05-22),China Telecom,4,0.03
Linux-5.18(2022-05-22),CTERA Networks,4,0.03
Linux-5.18(2022-05-22),Micron,4,0.03
Linux-5.18(2022-05-22),HP,4,0.03
Linux-5.18(2022-05-22),Golden Delicious Computers,3,0.02
Linux-5.18(2022-05-22),Boundary Devices,3,0.02
Linux-5.18(2022-05-22),Cavium,3,0.02
Linux-5.18(2022-05-22),Nokia,3,0.02
Linux-5.18(2022-05-22),"Rowland Institute, Harvard",3,0.02
Linux-5.18(2022-05-22),Traphandler,3,0.02
Linux-5.18(2022-05-22),Parallels,3,0.02
Linux-5.18(2022-05-22),Gaisler Research,3,0.02
Linux-5.18(2022-05-22),Substantiel,2,0.01
Linux-5.18(2022-05-22),Tk Open Systems,2,0.01
Linux-5.18(2022-05-22),Candela Tech.,2,0.01
Linux-5.18(2022-05-22),China Mobile,2,0.01
Linux-5.18(2022-05-22),protonic holland,2,0.01
Linux-5.18(2022-05-22),CSR,2,0.01
Linux-5.18(2022-05-22),Hewlett Packard Enterprise,2,0.01
Linux-5.18(2022-05-22),LWN,2,0.01
Linux-5.18(2022-05-22),NFSChina,2,0.01
Linux-5.18(2022-05-22),DELL,2,0.01
Linux-5.18(2022-05-22),ALT Linux,2,0.01
Linux-5.18(2022-05-22),Codethink,2,0.01
Linux-5.18(2022-05-22),LinBit,2,0.01
Linux-5.18(2022-05-22),Ingics Technology,2,0.01
Linux-5.18(2022-05-22),NTT,2,0.01
Linux-5.18(2022-05-22),Cypress Semiconductor,1,0.01
Linux-5.18(2022-05-22),Timesys,1,0.01
Linux-5.18(2022-05-22),Ambarella,1,0.01
Linux-5.18(2022-05-22),SYSGO,1,0.01
Linux-5.18(2022-05-22),Hansen Partnership,1,0.01
Linux-5.18(2022-05-22),Infineon Technologies AG,1,0.01
Linux-5.18(2022-05-22),ROHM Semiconductors,1,0.01
Linux-5.18(2022-05-22),Fujitsu,1,0.01
Linux-5.18(2022-05-22),emlix Gmbh,1,0.01
Linux-5.18(2022-05-22),Cisco,1,0.01
Linux-5.18(2022-05-22),PCS Systemtechnik,1,0.01
Linux-5.18(2022-05-22),Toshiba,1,0.01
Linux-5.18(2022-05-22),Sierra Wireless,1,0.01
Linux-5.17(2022-03-20),Unknown,3907,29.97
Linux-5.17(2022-03-20),Intel,1408,10.8
Linux-5.17(2022-03-20),Google,788,6.04
Linux-5.17(2022-03-20),Red Hat,756,5.8
Linux-5.17(2022-03-20),Novell,515,3.95
Linux-5.17(2022-03-20),AMD,488,3.74
Linux-5.17(2022-03-20),Huawei,464,3.56
Linux-5.17(2022-03-20),NVIDIA,422,3.24
Linux-5.17(2022-03-20),Linaro,382,2.93
Linux-5.17(2022-03-20),Renesas Electronics,246,1.89
Linux-5.17(2022-03-20),Hobbyists,208,1.6
Linux-5.17(2022-03-20),Alibaba,205,1.57
Linux-5.17(2022-03-20),NXP,186,1.43
Linux-5.17(2022-03-20),IBM,176,1.35
Linux-5.17(2022-03-20),Oracle,171,1.31
Linux-5.17(2022-03-20),ARM,166,1.27
Linux-5.17(2022-03-20),Linutronix,138,1.06
Linux-5.17(2022-03-20),Microchip Technology Inc.,124,0.95
Linux-5.17(2022-03-20),MediaTek,120,0.92
Linux-5.17(2022-03-20),QUALCOMM,112,0.86
Linux-5.17(2022-03-20),Canonical,105,0.81
Linux-5.17(2022-03-20),ZTE,102,0.78
Linux-5.17(2022-03-20),Pengutronix,94,0.72
Linux-5.17(2022-03-20),Linux Foundation,86,0.66
Linux-5.17(2022-03-20),Academics,83,0.64
Linux-5.17(2022-03-20),Collabora,68,0.52
Linux-5.17(2022-03-20),Code Aurora Forum,68,0.52
Linux-5.17(2022-03-20),Microsoft,56,0.43
Linux-5.17(2022-03-20),Western Digital,53,0.41
Linux-5.17(2022-03-20),Texas Instruments,52,0.4
Linux-5.17(2022-03-20),STMicroelectronics,52,0.4
Linux-5.17(2022-03-20),Cirrus Logic,49,0.38
Linux-5.17(2022-03-20),XMission,49,0.38
Linux-5.17(2022-03-20),vivo,48,0.37
Linux-5.17(2022-03-20),Facebook,48,0.37
Linux-5.17(2022-03-20),Astaro,45,0.35
Linux-5.17(2022-03-20),Broadcom,43,0.33
Linux-5.17(2022-03-20),Baidu,38,0.29
Linux-5.17(2022-03-20),Realtek,38,0.29
Linux-5.17(2022-03-20),Analog Devices,36,0.28
Linux-5.17(2022-03-20),Bootlin,34,0.26
Linux-5.17(2022-03-20),Marvell,33,0.25
Linux-5.17(2022-03-20),Debian,33,0.25
Linux-5.17(2022-03-20),ACM,32,0.25
Linux-5.17(2022-03-20),Glider bvba,32,0.25
Linux-5.17(2022-03-20),Synaptics,32,0.25
Linux-5.17(2022-03-20),Tencent,31,0.24
Linux-5.17(2022-03-20),ByteDance,31,0.24
Linux-5.17(2022-03-20),Hovold Consulting AB,26,0.2
Linux-5.17(2022-03-20),Baylibre,25,0.19
Linux-5.17(2022-03-20),Samsung,22,0.17
Linux-5.17(2022-03-20),VMWare,22,0.17
Linux-5.17(2022-03-20),General Electric,20,0.15
Linux-5.17(2022-03-20),DENX Software Engineering,19,0.15
Linux-5.17(2022-03-20),AXIS,19,0.15
Linux-5.17(2022-03-20),Cadence Design Systems,17,0.13
Linux-5.17(2022-03-20),XILINX,16,0.12
Linux-5.17(2022-03-20),XS4ALL Internet bv,16,0.12
Linux-5.17(2022-03-20),Loongson,16,0.12
Linux-5.17(2022-03-20),Socionext Inc.,16,0.12
Linux-5.17(2022-03-20),Ericsson,16,0.12
Linux-5.17(2022-03-20),Siemens,14,0.11
Linux-5.17(2022-03-20),CTERA Networks,14,0.11
Linux-5.17(2022-03-20),Amarula Solutions,13,0.1
Linux-5.17(2022-03-20),Kylin Software,13,0.1
Linux-5.17(2022-03-20),OPPO,13,0.1
Linux-5.17(2022-03-20),Amazon,13,0.1
Linux-5.17(2022-03-20),ROHM Semiconductors,12,0.09
Linux-5.17(2022-03-20),NetApp,10,0.08
Linux-5.17(2022-03-20),NTT,8,0.06
Linux-5.17(2022-03-20),Motorola,8,0.06
Linux-5.17(2022-03-20),secunet Security Networks AG,8,0.06
Linux-5.17(2022-03-20),China Telecom,7,0.05
Linux-5.17(2022-03-20),Synopsys,7,0.05
Linux-5.17(2022-03-20),Dialog Semiconductor,7,0.05
Linux-5.17(2022-03-20),Consultants,7,0.05
Linux-5.17(2022-03-20),Golden Delicious Computers,7,0.05
Linux-5.17(2022-03-20),"Rowland Institute, Harvard",7,0.05
Linux-5.17(2022-03-20),Toshiba,7,0.05
Linux-5.17(2022-03-20),UnionTech,6,0.05
Linux-5.17(2022-03-20),Fujitsu,6,0.05
Linux-5.17(2022-03-20),Ideas on board,6,0.05
Linux-5.17(2022-03-20),Coolpad,5,0.04
Linux-5.17(2022-03-20),LWN,5,0.04
Linux-5.17(2022-03-20),PHYTEC,5,0.04
Linux-5.17(2022-03-20),MEV Limited,5,0.04
Linux-5.17(2022-03-20),IVITERA a.s.,5,0.04
Linux-5.17(2022-03-20),Lenovo,4,0.03
Linux-5.17(2022-03-20),Tk Open Systems,4,0.03
Linux-5.17(2022-03-20),Primary Data,4,0.03
Linux-5.17(2022-03-20),6WIND,3,0.02
Linux-5.17(2022-03-20),Atomide,3,0.02
Linux-5.17(2022-03-20),Allied Telesis,3,0.02
Linux-5.17(2022-03-20),Digi International,3,0.02
Linux-5.17(2022-03-20),INRIA,3,0.02
Linux-5.17(2022-03-20),Wacom,3,0.02
Linux-5.17(2022-03-20),Inspur,2,0.02
Linux-5.17(2022-03-20),Chelsio,2,0.02
Linux-5.17(2022-03-20),EXOSEC,2,0.02
Linux-5.17(2022-03-20),Semihalf Embedded Systems,2,0.02
Linux-5.17(2022-03-20),Silicon Labs,2,0.02
Linux-5.17(2022-03-20),Micron,2,0.02
Linux-5.17(2022-03-20),Cogent Embedded,2,0.02
Linux-5.17(2022-03-20),Freebox,2,0.02
Linux-5.17(2022-03-20),Ambarella,2,0.02
Linux-5.17(2022-03-20),ALT Linux,2,0.02
Linux-5.17(2022-03-20),Citrix,2,0.02
Linux-5.17(2022-03-20),Volkswagen,2,0.02
Linux-5.17(2022-03-20),Rockchip,2,0.02
Linux-5.17(2022-03-20),MontaVista,1,0.01
Linux-5.17(2022-03-20),Katalix Systems,1,0.01
Linux-5.17(2022-03-20),China Mobile,1,0.01
Linux-5.17(2022-03-20),Candela Tech.,1,0.01
Linux-5.17(2022-03-20),igalia,1,0.01
Linux-5.17(2022-03-20),SiS,1,0.01
Linux-5.17(2022-03-20),Cisco,1,0.01
Linux-5.17(2022-03-20),QuanTa,1,0.01
Linux-5.17(2022-03-20),Parallels,1,0.01
Linux-5.17(2022-03-20),Miracle Linux,1,0.01
Linux-5.17(2022-03-20),EfficiOS Inc.,1,0.01
Linux-5.17(2022-03-20),National Instruments,1,0.01
Linux-5.17(2022-03-20),Mikrotik,1,0.01
Linux-5.17(2022-03-20),Codethink,1,0.01
Linux-5.16(2022-01-09),Unknown,4396,30.98
Linux-5.16(2022-01-09),Intel,1395,9.83
Linux-5.16(2022-01-09),Google,729,5.14
Linux-5.16(2022-01-09),AMD,675,4.76
Linux-5.16(2022-01-09),Red Hat,667,4.7
Linux-5.16(2022-01-09),NVIDIA,463,3.26
Linux-5.16(2022-01-09),Linaro,436,3.07
Linux-5.16(2022-01-09),Huawei,413,2.91
Linux-5.16(2022-01-09),Novell,313,2.21
Linux-5.16(2022-01-09),Canonical,268,1.89
Linux-5.16(2022-01-09),Baidu,234,1.65
Linux-5.16(2022-01-09),Oracle,231,1.63
Linux-5.16(2022-01-09),IBM,229,1.61
Linux-5.16(2022-01-09),Renesas Electronics,221,1.56
Linux-5.16(2022-01-09),Hobbyists,206,1.45
Linux-5.16(2022-01-09),MediaTek,199,1.4
Linux-5.16(2022-01-09),Code Aurora Forum,192,1.35
Linux-5.16(2022-01-09),NXP,187,1.32
Linux-5.16(2022-01-09),ACM,156,1.1
Linux-5.16(2022-01-09),Linutronix,155,1.09
Linux-5.16(2022-01-09),ARM,155,1.09
Linux-5.16(2022-01-09),Pengutronix,135,0.95
Linux-5.16(2022-01-09),Alibaba,127,0.89
Linux-5.16(2022-01-09),Bootlin,117,0.82
Linux-5.16(2022-01-09),Microchip Technology Inc.,96,0.68
Linux-5.16(2022-01-09),Debian,87,0.61
Linux-5.16(2022-01-09),Marvell,82,0.58
Linux-5.16(2022-01-09),Facebook,80,0.56
Linux-5.16(2022-01-09),Western Digital,80,0.56
Linux-5.16(2022-01-09),Collabora,77,0.54
Linux-5.16(2022-01-09),STMicroelectronics,63,0.44
Linux-5.16(2022-01-09),Cirrus Logic,58,0.41
Linux-5.16(2022-01-09),ZTE,56,0.39
Linux-5.16(2022-01-09),XILINX,53,0.37
Linux-5.16(2022-01-09),vivo,53,0.37
Linux-5.16(2022-01-09),Astaro,49,0.35
Linux-5.16(2022-01-09),Microsoft,47,0.33
Linux-5.16(2022-01-09),Broadcom,46,0.32
Linux-5.16(2022-01-09),Academics,45,0.32
Linux-5.16(2022-01-09),Linux Foundation,43,0.3
Linux-5.16(2022-01-09),Hovold Consulting AB,41,0.29
Linux-5.16(2022-01-09),Samsung,40,0.28
Linux-5.16(2022-01-09),Atomide,36,0.25
Linux-5.16(2022-01-09),Glider bvba,35,0.25
Linux-5.16(2022-01-09),XMission,35,0.25
Linux-5.16(2022-01-09),Realtek,34,0.24
Linux-5.16(2022-01-09),Silicon Labs,32,0.23
Linux-5.16(2022-01-09),Analog Devices,32,0.23
Linux-5.16(2022-01-09),DENX Software Engineering,28,0.2
Linux-5.16(2022-01-09),Texas Instruments,28,0.2
Linux-5.16(2022-01-09),NetApp,28,0.2
Linux-5.16(2022-01-09),ByteDance,27,0.19
Linux-5.16(2022-01-09),Socionext Inc.,23,0.16
Linux-5.16(2022-01-09),Cadence Design Systems,21,0.15
Linux-5.16(2022-01-09),Amazon,20,0.14
Linux-5.16(2022-01-09),QUALCOMM,18,0.13
Linux-5.16(2022-01-09),Rockchip,17,0.12
Linux-5.16(2022-01-09),Tencent,17,0.12
Linux-5.16(2022-01-09),Loongson,16,0.11
Linux-5.16(2022-01-09),Ericsson,15,0.11
Linux-5.16(2022-01-09),Kylin Software,15,0.11
Linux-5.16(2022-01-09),MontaVista,14,0.1
Linux-5.16(2022-01-09),Nokia,13,0.09
Linux-5.16(2022-01-09),Baylibre,11,0.08
Linux-5.16(2022-01-09),WolfVision GmbH,10,0.07
Linux-5.16(2022-01-09),Cogent Embedded,10,0.07
Linux-5.16(2022-01-09),XS4ALL Internet bv,10,0.07
Linux-5.16(2022-01-09),AXIS,10,0.07
Linux-5.16(2022-01-09),OPPO,9,0.06
Linux-5.16(2022-01-09),PHYTEC,9,0.06
Linux-5.16(2022-01-09),Candela Tech.,9,0.06
Linux-5.16(2022-01-09),NTT,8,0.06
Linux-5.16(2022-01-09),China Mobile,8,0.06
Linux-5.16(2022-01-09),UnionTech,8,0.06
Linux-5.16(2022-01-09),Siemens,8,0.06
Linux-5.16(2022-01-09),LWN,7,0.05
Linux-5.16(2022-01-09),Inspur,7,0.05
Linux-5.16(2022-01-09),igalia,6,0.04
Linux-5.16(2022-01-09),Micron,6,0.04
Linux-5.16(2022-01-09),Toshiba,6,0.04
Linux-5.16(2022-01-09),Ideas on board,5,0.04
Linux-5.16(2022-01-09),Coolpad,5,0.04
